id,title
429211876,== RfC: Repeated edits of pronouns and related entries. ==
689497958,== Capitalisation and Over-Linking ==
805812554,== Death ==
432053010,== A scholarly dispute or neutral statement of competing theories ==
687564828,== Request for Comment ==
451912823,=== Use of libel tourism/terrorism ===
705689598,== Review of article ==
800623433,== [[Hilarion Capucci]] ==
782851286,== This naming is simply wrong. ==
674818206,== DRAFT Request for Comment: $44M of $140M raised in 2012 from Koch-related funds ==
454831649,== Obscene Pictures/Video Violate Florida State Law -> Must be Removed ==
602714431,==Grechs comments?==
662518761,== RfC ==
474471951,==RfC==
609819902,== Definitions of South Asia ==
682309452,=== RFC on call to action for missing heavily cited female scientists ===
705672880,== Review of article ==
498386250,"== ""Fire risk and mitigation"" section =="
690436017,== Photo of Harper-Mercer ==
588237247,"== ""Tetralogy"" vs. ""Quadrilogy"" =="
647220841,==RfC: Should this article be unlocked?==
626886883,== Alma Mater ==
429213183,== Benny Wenda trial escape and Interpol warrant ==
431862947,== Requesting comments for Karen Armstrong ==
495456673,== Observation vs. original research ==
592220446,== Proposed merge with [[A Beautiful Mind (soundtrack)]] ==
763414802,== Redirect  proposal ==
490516371,== Jon Snow's mommy ==
548660073,===[[Sorcha Faal]]===
755614890,== Request for comment on stand-alone lists being nominated as Good Articles ==
763176748,===Infobox===
586600367,===List of Fatal Wolf Attacks===
665974815,== RfC: Adding acid rock as a genre in the article's infobox ==
487139758,== Restart on the de-restriction for [[Special:UnwatchedPages|Unwatched Pages]] ==
792570115,== Honorific ==
664119461,== RfC: Should Persondata template be deprecated and methodically removed from articles? ==
433394320,"== Is this bio up to standard now, and can the three warning tags be removed from the top of the page? =="
436344152,== A tally  ==
607074540,== Asshole Factor ==
522703380,== Studio or compilation album ==
708697594,== RfC: Disable Gather on enwiki ==
700737001,== Add templates for poorly sourced content? ==
595219576,== Soapboxing ==
765796147,==Hartford-born Marion==
558946672,== Crucible of the TM guideline ==
792183102,== [Ready] Prodigy ==
795304758,===[[One Love Manchester]] benefit concert===
668051000,==RfC: How should Fury's nationality be described?==
515118891,== Performance section ==
738591089,== Request for Comment: Disambiguation and inherently ambiguous titles ==
676805870,== Banning User S51438 ==
482116742,== Woodworth's abortion private members bill ==
429211619,==RfC: This article is a hoax.==
672709083,== RfC: Is it relevant to include LGBT as a main theme? ==
753289471,== Split ==
610189897,== Asshole Factor ==
429211080,=== Self published attacking source in the lede ===
727867799,== Not sure about statement on complex numbers ==
582939342,== confusing bias ==
506369310,==Rugby league is among the most popular sports==
436227889,== RfC: Anglicization of names or not? ==
429213197,== Did William Marrion Branham found the modern day healing movement? ==
644258250,==Bernie Sanders==
601484529,== Deletion/restoration of maps ==
787506227,== WikiProject class rating==
703702492,== Request for comments ==
710724904,== point of view/tone/neutrality ==
792183123,== [Ready] Prodigy ==
652801262,== Bibliography ==
727386123,== Request for comment: Blackstone Group in the infobox ==
738582940,== Request for Comment: Disambiguation and inherently ambiguous titles ==
431192127,"== Coast to coast, iDEN, BCE networks and Red links. =="
792183106,== [Ready] Prodigy ==
431919183,== Request for comment: Kosovo's placement on the list ==
634927810,== Supplementation & Cancer ==
705755875,== Review of article ==
611516858,=== Comments on guideline ===
648809897,===Compromise===
708691068,== RfC: Disable Gather on enwiki ==
435127170,== Proposal for moratorium on proposals ==
504386665,== Primary logo ==
450855876,====Time for an outside opinion====
657408498,== RfC: Religion infobox entries for individuals that have no religion ==
499960772,== Move to [[That's what she said]] ==
674245714,===Proposal to quit soliciting for volunteers to get education extension rights===
659652401,== About the structure ==
433235864,== RFC: Scope of WikiProject United States governors project ==
436340378,== The point of this template ==
729226080,== RfC: Should information on the John Miller incident be included in the article? ==
812200377,== Original research ==
696177156,==Attention needed==
656681330,==RFC for picture change==
682038708,== Proposed merge with [[The Ashokavadana Massacre]] ==
639682483,== Claims of discrimination against creationists and doubters of Darwin ==
607875817,== RfC: Citizenship Issue for Spanish Catalan biographical articles ==
436871715,== RFC on lead section ==
437512107,== RfC ==
618687899,== [[Help talk:Citation Style 1#RFC: Citation Style 1 parameter naming convention]] ==
690309120,"== RfC: should this template also contain links to Jainism and Buddhism as ""Related Indian philosophies""? =="
433184736,== RfC on proposed new 3RR exemption ==
796597768,====Deborah Watling====
429210861,"== Bloody Sunday (1972): Did the Bloody Sunday Inquiry find that all those shot were ""unarmed""? =="
438569243,== RfC Superhead nickname and porn video references ==
696419818,===[[Brienne Ghafourifar]]===
432750495,==RfC: Is the reference to Nazism neutral?==
435622384,=== Proposal for a change in the first sentence ===
804627598,===Can I have your attention please===
583798783,==Request for comments==
685849496,== Result of RfC on shooter photo ==
497859588,== RFC Infobox flag choice   ==
655710946,==Superdiversity==
704878735,== RfC: Current title (again) ==
499653836,== Proposal: third party request for unblock ==
767052920,"==== Arguments on ""electoral system"" versus ""voting rule"" ===="
432067047,== New proposal ==
608882230,== 1.5 million? ==
429726026,== Arts and Entertainment Move/Merge Discussion ==
625261389,== RfC: Correct Spelling? ==
659411835,== Prevalence ==
571745278,"== Are 4 reverts over 5 months evidence of edit-warring and if so, should editors be topic-banned? =="
727867811,== RfC: Episode Groupings ==
456965888,== Requested move:  Republic of Ireland → Ireland (republic) ==
552544585,==Voting for approval of this proposal==
674555515,"== Blanking of section ""Israel's Standing with the United Nations and International Community"" by [[user:Ykantor]] =="
642321466,== Two-Part RFC on Statements in Lede Section of Article ==
486936784,== common rail vs direct injection ==
695137256,== RfC: SVG as appropriate format for non-free files? ==
656174571,== Tensor fields section in wrong place? ==
549242876,== Litigation ==
536361606,== pic ==
429211514,== Proposed wording change ==
661405526,== National team parameter ==
436286216,== RfC to adopt [[Wikipedia:File mover]] as an official guideline ==
695515064,==RfC Regarding content scope and neutrality==
429211394,== RfC Trimming of article==
524195297,===RfC: Is poor scientific awareness in movie Prometheus screenplay relevant?===
705051158,== RfC: Should MfD relists be allowed or disallowed? ==
684240167,==Biographies==
452280032,====[[:List of Wrestling Observer Newsletter awards]]====
672776972,== Name is bad ==
597099424,== RfC: Should ''Halo'' be described as a military science fiction franchise? ==
809050547,== Request for comment ==
663895629,== Serbian Cyrillic script in Bosnia and Herzegovina ==
724626257,== Naming of languages ==
651927733,===Extension to RfC===
556150746,== Please provide evidence Gary Elms existed. ==
426416144,"== Bloody Sunday (1972): Did the Bloody Sunday Inquiry find that all those shot were ""unarmed""? =="
681382956,===Motion to Close===
616907651,== accreditation ==
777026142,== Template-protected edit request on 23 April 2017 ==
492003326,== Widuabe ==
677830334,== RfC: Should this article mention current lawsuits by U.S. cities against Monsanto? ==
629409505,"== Iran, Hezbollah Reaction to American-led intervention in Iraq =="
548445744,==Same as [[Template:Infopage]]==
773021303,== RfC: Linking to details regarding the offline Medical Wikipedia app ==
539176236,== Office 365 University ==
724665348,==Comments requested==
503378763,== [[:Image:Soft-2.jpg|New Image]] ==
479816006,== Request for comment ==
496059432,===Political contracts===
509528313,==I reverted an undiscussed merge and redirect==
695515052,==RfC Regarding content scope and neutrality==
588756515,== RFC on income inequality effects ==
435427456,== Page mover ==
773021281,== RfC: Linking to details regarding the offline Medical Wikipedia app ==
639166525,===Break down aspect 5: relevant to what or to whom?===
509029383,== Recent Deaths / In The News change proposal ==
697984773,==RfC: How should the Transhumanist Party be described?==
533996967,== Conflict of interest ==
556981510,"==""often spelled as Frederic Fontang""=="
547461972,==Criticism==
708716745,== RfC: Disable Gather on enwiki ==
631349981,== Politics sub-section in the Notable alumni and academics section ==
435029975,== Proposal for moratorium on proposals ==
800775208,== Alicorn ==
790363990,== RfC WP:ATD-R per WP:SUSTAINED to Middlebury Institute of International Studies ==
740514849,===Run-off voting===
491932441,== Same-sex marriage in Brazil ==
429211587,"== Comment request: RS for factual, non-controversial information about company articles =="
502869766,===Some crossposted discussion from the [http://en.wikipedia.org/wiki/Wikipedia:Reliable_sources/Noticeboard/Archive_124#San_Francisco_Chronicle_Blog  RS noticeboard].===
787420620,== Why no cardiac? ==
697083859,"== Eliminate ""image_size"" parameter? =="
621287555,== Name ==
429211171,== PROPOSAL: Ban Fox News as a source of information ==
429211274,== RfC: Did recent currency image deletions go beyond the proper aims and objectives of the NFC image policy? ==
579484843,==Death toll==
607867335,== [[WP:SELFPROMOTE|Self Promotion]]==
768488634,== RFC on the inclusion of a particular passage in the lead of this article. ==
651406071,== RFC:  Should [[psychometrics]] be listed as being characterized as [[pseudoscience]]? ==
522617303,== Complicated articles ==
429689409,== New user rights ==
563328231,==Requested move==
429211370,== RFC ==
724626259,== Naming of languages ==
436099488,== One sided Source which support POV and do damage control ==
639244543,== Conduct section ==
436279222,=== RfC: Largest city of the People's Republic of China? ===
558507639,== Requested move 6 (June 2013) ==
495242286,== Talk:Taliban#RFC ==
691552473,==Needing translation from sr-wiki==
519695375,== Alternative Anti-spam tools? ==
431052421,== Atheism project userboxes - do they exclude certain groups? ==
792183096,== [Ready] Prodigy ==
710102212,==Requesting edits - updates==
599799409,== Relative special election importance ==
593802387,== Two Seasons ==
429211140,== RFC on article focus and title ==
726622443,==Placement of {{tl|Portal bar}}==
515047621,==BUTT CHUGGING==
432538613,== RfC: Are maps in general secondary sources? ==
558157485,==Structure of this Request for Comment==
649899319,"== No consensus to revert to out of date, inaccurate 2009 descriptions of 2008 recession (RFC) =="
528178049,== Appropriate for WP? ==
573462233,== RfC: Discussion of  Inclusion of a new Theme section for Raging Bull ==
571745224,"== Request for comment on having year-in articles add links within ""monthly"" section headings =="
490281332,== Prominent Incidents - DRC-Congo ==
467848111,== Split proposal ==
697915444,== RfC: Religion in infoboxes ==
497761615,== Requesting Editors Who Wish to Resolve/Revamp Article ==
645533240,== Capitalization of ''universe'' - request for comment ==
466367049,== Pakistani textbooks controversy ==
636745696,===CONTROVERSY===
429211611,== Status RfC ==
643703733,== Updating Cote's Biography ==
761550874,== MEDRS ==
672327455,== Proposal for Company History ==
792183115,== [Ready] Prodigy ==
706848262,"== ""The majority of rape and other sexual assault victims do not report their attacks to law enforcement."" =="
671285649,== Request for More Imput ==
777800019,== Merger Proposal ==
456330488,== Requested move:  Republic of Ireland → Ireland (republic) ==
484892223,===March 25===
693824653,===Rosenberg resolution===
429211498,== Mention of conspiracy theories in the article? ==
631536349,== Poll discussion - Should we also require a secondary RS as part of listing criteria ==
721515083,== RfC: Place of birth in Infobox ==
432261407,== Should good faith articles which are deleted be userfied as Standard Operating Procedure. ==
696608418,== Seeking opinion on boldfacing name redirect term in lede ==
487139746,== Claimed districts ==
741852890,== 2016 Featured List Delegate elections ==
655549635,== Categories ==
728203451,== Page redirect request for comment ==
510770175,== Verifiable future events with no real world impact yet ==
705755880,== Review of article ==
681383022,== Flags ==
552405352,===Reopening RfC===
561779907,==Requested Move 4: Hopefully the last RM==
600631492,== Philips as a source ==
436461600,== Unsourced content ==
744075732,== RFC for picture ==
799125864,==RFC: guideline status of this project's inclusion==
517870201,== [[Sinocentrism|Sinocentrism (China-centrism)]] and potential [[History of the United Kingdom|anti-British-Isles]] bias?  ==
614799385,== India ==
710677418,==RfC: Inclusion of Palestine as a sub state of Israel==
540455713,===Recent restoring of this poorly referenced material===
695806677,== RfC: SVG as appropriate format for non-free files? ==
655530213,== Lede paragraph ==
661987204,== Places of worship ==
811225707,== RfC about replacing the current photo of the Mansfield police ==
430904350,== Request for comment ==
595830614,== Requested move ==
695515031,==RfC Regarding content scope and neutrality==
548103108,== Proposed merger ==
469654643,"== Merging ""Indian subcontinent"" here =="
738574844,== RfC: Factually inaccurate and misleading claims ==
430841597,== Discussion: Should historical relations between China and Korea be included? ==
435821724,== Request for comment  about title  ==
511951474,===='''Application of the WP Notability Guidelines'''====
726830165,"== Should this article include both distinct uses of the term ""smartbond""? =="
660447220,===[[The Myth of Islamic Tolerance]]===
429211361,== merge RfC ==
590762374,== GQ section needs condensing ==
432479202,== RfC for Iraq sanctions article ==
435620417,== RfC: minimum prep-time for blurbs ==
593669279,== Protected ==
545920322,== Restricted-use media list ==
436147814,"== RfC: ""Feasibility"" and ""Obsolescence"" sections =="
803185842,== Task: Finally assign a position in the infobox using a compromise ==
734538746,== RFC: Is the Orlando shooting relevant? ==
603443790,== Split ==
697825829,"== ""deputy"" vs ""Deputy"" =="
633432033,"== Yobol massive deletes: Canadian advisory limits, Canadian survey data on dental amalgam toxicity, and IAOMT existance & findings =="
652163294,==Request for Comment==
476694458,==Bisexual label==
436352286,== Updated RfC: Wording of lead sentences ==
519722290,== Oath Taken in Secret ==
608534341,"=== Far-right, neo-nazis ==="
730580649,== Plain Catholics ==
808333557,== Re:Cullen328 ==
738574896,== Names of all soldiers==
679062219,== Bell campaign reversions (again) ==
704884564,"==Yikes, what a mess=="
779685381,===[[:Banco de Ponce (disambiguation)]]===
434233718,== RfC: wording of lead sentences ==
551471471,== IRC link ==
687261092,== Should #10 of the [[WP:NFCI]] list of be rephrased to reflect the inevitability of image copyright expiration? ==
458344836,==RFC - Compromise proposal re first sentence ==
495242295,== Talk:Taliban#RFC ==
603070308,== Talk page guidelines versus reference page ones ==
758125005,===RfC: Assassin or not?===
773021310,== RfC: Linking to details regarding the offline Medical Wikipedia app ==
539724475,==STOP==
529811924,== [[Sandy Hook Elementary School shooting]] ==
435029955,== Proposal for moratorium on proposals ==
705921996,== Review of article ==
594178647,==Most favoured alternative and changes to world atlas==
510260390,== Improvement on the [[Açaí palm#Fruit|Fruit]] section ==
776308712,== Rfc re style of message ==
429211352,== RfC: Frank Zappa incident ==
429210903,== RfC on article revert ==
495918074,== title ==
